Accession,MSC-exo-1,MSC-1
P46013,84.31359654,237.199807
A0A087WVF8,72.23296815,150.7205905
O43299,35.5963627,118.9994435
Q92784,71.17402329,191.8808261
Q9NP61,118.6628336,273.6712392
Q5W111,46.31431492,95.90797354
Q9H8Y8,8.153870829,318.5477008
B5MD58,27.66035236,58.95199456
P07711,86.01666667,225.2973169
Q9BVS4,47.22380797,120.7166667
O14521,21.95005119,69.97554945
H3BQV3,61.85868522,157.7364401
Q9UDY8,68.9919943,161.2380735
Q9P013,73.89338744,268.3439766
O00442,43.98433553,117.2038724
K7ENR6,66.97613801,202.695108
Q7Z3K3,36.62428593,82.11656909
Q92917,18.8561949,374.3399548
Q9H1A4,42.73839793,93.82579145
O94900,57.49314923,183.075694
Q8TD26,52.68333333,108.2799237
P62875,51.80640784,141.9576636
B5MC59,66.43955703,169.414181
Q9BXX3,31.49035483,209.8852745
Q13526,63.51786194,164.4401334
Q9Y241,13.86202691,88.39606668
E9PGH5,29.73305001,67.62723644
I3L531,34.22900685,289.1133357
O60563,39.90812843,113.794465
Q13057,55.39168963,138.5205513
Q8WZA9,33.31500971,179.6176404
H7C0W2,14.85592109,104
Q5BJF2,13.51079359,97.16666667
E9PJV6,44.50287115,110.3474601
O95503,20.64035601,116.7197599
S4R386,36.84733334,290.6380856
Q68CR1,37.67711042,119.1628162
B8ZZX4,58.67164878,252.0181147
P10109,95.35690768,212.5239752
A5PLN9,15.52806257,111.1044168
H0YJJ8,34.63004442,246.4863604
S4R2Z4,60.13191754,138.5205513
Q86V35,38.27945553,213.7475751
Q9NYA1,84.47664738,191.0675417
B3KNS4,72.68552498,274.8357757
D6RDH9,36.84733334,96.2893526
Q9BVL2,62.03221729,143.2153145
J3QL56,25.53051383,107.4566427
J3QRE4,42.2563882,107.8519813
A6PVP4,22.79213268,150.2964722
Q17RB0,79.40106386,244.1606317
K7EQ85,26.40947792,159.4933074
Q15291,51.49910345,119.8491866
Q15645,41.03747125,174.5566675
Q5TBP9,53.66368484,160.4484613
F8W8T7,43.49801208,112
A0A024QZ33,67.08663758,187.984768
Q9NYH9,62.18605996,147.1227134
Q8IWV7,75.77599724,156.886791
H0YF29,62.3632118,135.7608257
H3BNV7,54.78657399,252.0181147
H3BR79,38.71987632,215.4873985
Q8TD30,79.40106386,203.6653505
Q96B70,21.26510867,267.34484
Q9H792,45.10105567,126.7911186
B4DIW9,16.99379973,134.6529372
Q7Z769,28.35437989,76.6862802
Q9NP66,18.56797992,120.7166667
Q9BPX5,72.93343664,194.6369948
Q9H2K0,13.86202691,103.5157061
O75794,32.38640995,124.3727034
A0A140TA86,21.95005119,81.47798368
P59826,23.92618669,74.33914988
Q32NC0,15.29520422,109.0222751
Q96L50,24.45797336,78.06666667
Q712K3,58.12172626,179.6176404
Q9H1B7,70.04048237,189.322884
Q5HYK3,24.45797336,84.10191075
U3KQM1,57.71981343,124.3727034
P53803,14.85592109,127.2611578
C9JID4,66.81666667,190.7129643
Q9BXT8,15.38623924,63.1432318
Q86TB9,22.87380964,101.9187161
A0A0U1RQJ8,56.48594387,122.2064954
Q53EQ6,42.73839793,102.9877383
Q96S44,15.97130462,132.16794
Q8WY22,33.44061939,69.65398351
H0YCN4,15.15983875,49.69166667
Q8ND61,37.260547,83.82965984
Q5SZM1,24.45797336,79.35
Q9NUD5,39.25009847,87.62397838
Q6PI48,11.07786007,183.4511749
Q9ULD9,56.93475684,141.4262627
Q9BZX2,27.25590641,332.6550301
Q9BUH6,65.97855742,193.4906835
H7C1A8,36.84733334,100.5775029
Q8WVT3,22.79213268,109.7314006
A0A2R8Y5N3,12.25382128,98.04166667
P54284,7.863565484,91.975
A0A2R8YDR3,20.86261388,126.7911186
