Accession,MSC-exo-1,MSC-1
Q14156,141.0678214,47.96037599
O00300,93.33313395,35.06710062
P25445,146.7188477,51.27430408
P46109,317.455207,24.03474951
P08697,147.619232,26.41839933
Q9UBV8,181.0787169,56.60831835
Q9NWH9,158.5928053,60.14920564
F8VWK8,117.2511589,52.39141317
P02656,249.4125743,29.63174394
Q14643,147.1583894,48.34655906
P12429,163.5808425,69.20270313
Q8WWI5,176.3104404,37.10064781
P00488,219.5002588,25.95175667
Q969Z0,181.8314214,84.94630701
P41221,132.5151158,42.93224645
P59768,170.9372555,56.7322548
A0A096LPE2,265.9246423,31.525
U3KQG5,172.1593798,38.3826607
Q9Y613,109.8522261,52.55402771
P02748,179.8290981,38.80089364
Q9NR99,122.0922703,53.36169607
F8W1S1,125.2289296,41.5926989
Q9NUI1,202.7246708,65.16666667
P12955,179.5604877,81.80281162
Q7Z5G4,104.6121634,50.71896278
Q9Y6R7,187.0211579,19.5018799
P04040,151.2148411,74.56157142
O75592,132.611446,59.72164304
Q7LBR1,120.9201481,60.26625781
P01742,298.1744159,19.92525059
P06331,279.2718902,14.56042462
P19652,362.130215,8.983953346
P01717,295.1489251,14.75040144
Q96FQ6,121.3996872,55.2291269
Q9H0X4,125.6971103,29.79082032
E9PHK0,128.3787989,11.79939808
Q96L35,134.2759765,55.03333333
F6SYF8,166.362713,55.73445207
Q16394,155.4551576,35.69591958
P01772,270.085946,21.86362302
P07357,223.4737654,26.81813695
Q9Y625,208.0359611,36.35840744
O75954,138.4015809,22.12291258
A6XND1,167.211878,28.94459642
Q9BZM5,133.019738,52.68567737
Q8IYI6,201.8109992,66.64151429
P47914,126.4826917,63.095283
Q8N5N7,162.0132289,79.95
Q9GZM7,80.93436932,39.16887937
Q9NXS2,138.0970321,63.56595997
P23229,193.0913726,39.63493145
A0A075B6K4,288.2840974,20.34107187
Q96PY5,181.6732601,50.40064148
O00339,88.75042513,41.49535108
Q9HBI1,192.7588516,43.43146146
P10253,145.4076288,56.38158499
O95486,203.4385327,74.11414274
O76061,122.4220847,23.45116774
Q96BY6,189.0686034,28.56761064
Q8IXI2,164.5081855,39.77272422
P17677,210.1226787,40.21525051
P13671,251.1232715,26.81813695
Q4KMQ2,118.9653271,41.80932961
P49746,106.8324705,35.86144563
Q8NHH9,153.7162834,65.05385851
B1AKC9,119.981049,37.97167306
E7ESK6,132.3802311,32.49900429
P13726,147.619232,44.154438
P24592,212.3264756,27.23579391
O15121,134.5162518,61.31307608
G3V4U0,118.3640035,22.70134682
P21359,174.0843108,57.14138997
Q15526,123.6598647,49.5619962
P57105,250.6845869,30.61666667
P19256,146.7188477,56.30528752
Q93063,100.1258572,43.13876098
S4R460,216.7023872,50.24166667
Q15818,164.0667028,38.3826607
O15427,136.0477627,53.96375578
P05156,232.062834,19.5018799
Q9UQM7,170.8306218,45.71868881
D6W5A2,226.2462807,74.91666667
P01040,130.3876008,56.46567574
P02745,252.8241303,7.13864513
Q01974,155.3021428,45.33715375
A0A087WW49,266.5743337,22.46296145
Q9HAC8,128.2328585,54.35196152
Q9NPD3,142.6442322,65.49020164
P78539,136.1824714,23.02469086
O14524,129.7088703,58.38628537
P78563,253.7270183,35.16309083
O95084,139.7680724,31.79032393
Q7Z7K6,203.0432386,64.48085801
A0A075B7B8,262.5601226,32.10964861
P54764,128.3787989,48.19166667
Q8IUX7,145.7331057,50.71896278
Q4V9L6,227.6000658,41.75813345
Q9Y679,138.5170219,65.69085257
Q9NUN5,168.9600271,46.48420522
Q96AM1,142.9224719,36.35840744
Q7Z7N9,128.7283477,54.21879979
H0YD64,159.4595888,36.62968806
Q8N5I4,123.1613927,45.08626017
Q96LJ7,108.9421063,45.78333333
E9PQY3,182.181991,52.11741971
R4GN18,119.6577586,51.35459339
A0A0J9YXX1,275.5527158,18.23948798
A0A075B6J9,233.8272779,27.88314165
Q6VY07,175.8269288,74.9848744
O43520,115.7047851,56.13464225
O95810,228.1262855,33.36156228
Q12800,88.75042513,40.70049631
Q9C0D5,180.0879911,65.30121486
G3V158,189.9739369,82.58333333
Q14332,135.7296168,51.04880405
A0A0U1RQW6,163.194209,44.41967616
A0A0C4DH35,247.8287905,24.20908246
A0A0C4DGQ8,165.8654197,48.78905776
Q53GS9,174.301381,84.49475643
O14791,237.4582751,19.74261816
Q9UBS3,103.6671968,45.00333001
C9J5B0,167.0128775,30.91954271
O00291,204.3393909,86.73699578
O95967,95.81576388,27.70085349
Q9H082,162.6705765,59.7988563
E9PDN5,126.2494736,60.57946323
A0A0A0MS15,288.9774605,4.356973706
Q7L9L4,132.710044,65.38951041
O60687,117.7896023,37.25609356
E9PM05,172.1593798,50.24166667
P31944,148.9390875,45.52112847
P10145,70.68333333,28.80447446
A0A087WVI1,182.9950728,82.19120961
D3YTG3,149.7545611,31.00440473
P48960,142.7868057,66.95255192
O95487,154.780265,76.08117907
Q86VY9,139.2076476,63.80439074
O75044,149.4778944,48.78905776
P01137,153.7965332,46.7517714
J3QTA6,185.3580928,52.20066706
O95297,145.8676404,44.6032976
O60513,134.0402341,62.16799631
O95163,145.7331057,68.13977565
Q9HCJ1,90.7651007,44.6032976
P22692,173.633258,32.29835525
P42356,173.2295105,63.28333333
A0A0C4DG23,120.5236358,47.13644586
O00194,175.2595981,69.20270313
B5MD46,184.4983273,57.92428505
Q9H6H4,159.8458952,68.06666667
D6RB12,194.2429452,26.08749115
Q9H7D7,177.5406961,85.81557312
Q9Y5J5,141.2648171,61.4965348
P14210,39.25009847,15.16030474
Q8N1N4,147.254256,54.11235178
Q03169,117.9054534,44.96703271
P52823,119.5116655,45.20007386
P22352,207.559212,39.37042005
P01833,225.0087068,9.339371833
P49795,145.1972781,59.21985168
D6RIY7,138.2026817,54.61321298
O43760,111.9947207,49.82262112
I3L4A1,118.2204867,57.26121258
Q96EY5,143.8475635,50.40064148
Q9H7F0,90.26216847,36.8067418
Q9BRT3,155.9439635,77.16350943
P01701,251.5546706,21.50273546
Q9H6B4,151.5774643,50.1371966
Q15485,256.6225548,10.43575521
Q9HCD5,136.9436372,66.37904671
P05543,132.710044,8.274221059
P54802,176.3104404,81.64080479
Q8WUW1,158.2547022,57.5169994
H7C5K4,169.6787945,38.62830393
E9PN41,155.6176914,20.54130417
P21579,140.6291863,43.91490246
Q9Y508,172.9522319,71.39240991
H3BSW0,353.3578844,22.18441205
G3V595,311.0910936,8.727887308
Q9NRZ5,150.9904294,51.65858456
P18433,144.9595238,35.5559514
Q5TDG9,116.8866259,58.38628537
Q8WV24,108.1131331,52.46666667
Q9H4A5,121.220445,57.60556652
Q9UN70,148.0549265,47.70069177
Q02763,130.3354982,56.94075973
E5RJ29,158.337169,69.10785157
Q9Y2I8,156.0558443,57.26121258
P40189,124.8135392,52.68567737
Q9NRX5,154.2137878,54.21879979
A0A0A0MRZ8,260.291335,24.03474951
P43007,163.5808425,26.93671657
P36222,221.6283723,27.61979031
K7EJQ7,138.4015809,55.03333333
D6RD48,137.9287393,44.06029447
H0YFW7,137.7491131,55.64722414
Q6UX71,158.8454121,45.78333333
Q96DV4,175.8269288,63.86877438
Q9P2E7,143.3379031,46.13753882
Q8N130,192.1963056,25.32898847
Q96ER9,139.2076476,47.96037599
Q9Y584,142.0821529,57.5169994
P11274,198.442783,83.44201215
P55285,174.9639387,41.16912413
Q96PD2,153.7162834,54.80149403
Q9Y5G0,120.7166667,52.97030877
C9JF17,206.9020459,54.91905434
P23083,250.2183026,28.56761064
Q5T0V2,147.4022095,63.71576085
Q68CP4,138.4015809,47.24465176
P55212,232.6702735,64.08333333
P48067,177.879693,67.33371333
Q96IY4,246.6868869,24.59496522
Q02413,128.1208808,42.59651436
Q8TF42,144.1578365,67.62723644
Q02388,197.1743465,28.35266921
Q14114,106.1223984,18.79161414
Q8IWZ3,216.2804116,63.42771221
Q96BI3,151.5774643,56.13464225
Q5T1B5,115.7047851,52.97030877
P07360,200.3301845,50.89363445
Q14249,142.5048333,57.81949406
Q8TB36,178.6377127,69.35121167
A0A087WV45,286.4397571,40.70049631
Q13033,174.7225472,81.68460548
P56159,118.6628336,28.69535859
P07225,276.3278089,28.56761064
Q7Z4F1,122.9409457,54.73070919
Q12959,163.3914,49.37981242
G3V4K3,172.3463861,55.84987483
P29373,200.8600695,81.74266683
Q5VST6,123.3972937,55.36862644
F8W8Y1,158.1888876,56.38158499
B1APN9,223.9997457,61.0880473
Q86WA9,143.8475635,62.16799631
A0A0B4J1U7,259.2966866,17.04707325
Q9UGM3,185.842569,26.93671657
P19086,143.2394767,37.97167306
Q08554,98.11702703,40.34978167
Q9Y6G3,155.0830563,65.9824097
A0A0U1RR18,154.9997091,40.34978167
Q9Y6M7,185.1823151,45.83935106
B7ZLP8,89.59282212,43.43146146
Q9NZJ4,18.56797992,3.608795394
Q24JP5,127.8253603,63.56595997
P07358,217.0665961,16.1818554
Q53TN4,129.9702457,41.38333333
P80108,231.5021465,20.34107187
A0A0B4J1Y9,290.3494793,11.26557084
P01602,234.7186945,35.38483136
Q96PD5,164.7286187,46.40942056
B4DR12,134.5162518,57.5169994
A0A075B6H9,269.4021386,12.36858693
P02747,157.0578494,46.23709785
Q96CS7,141.6766126,40.92333709
Q13433,168.8324133,26.64743158
P01704,228.9284583,34.18737048
Q5VV42,183.3949864,38.12188243
O95633,170.6046127,43.59976615
C9J5H8,145.4076288,70.9
P10720,282.228549,30.75918236
P08567,194.5895992,40.48120954
Q86T03,117.0111974,54.87883953
Q9ULF5,164.8346161,31.79032393
B4DTF2,189.2606708,64.24668806
Q86UD1,118.5386576,42.98747991
Q6GPG7,169.4248513,53.51666667
Q8IWU5,109.6042352,51.85984948
Q13315,160.7269296,75.18333333
A0A075B6I1,278.2700392,16.76219129
A0A0B4J259,169.8554946,29.97757011
P01766,270.6747868,19.23803879
P01699,225.4046853,45.99201166
Q9NW81,220.7296765,39.94878818
B5MCR8,228.9284583,31.20866633
Q99808,158.0173487,39.16887937
A0A0C4DH25,268.5183688,13.99072741
A0A0B4J1V0,244.8207593,32.00531879
Q9NWR8,201.5965768,53.1258574
A0A075B7D0,272.5131725,18.57963447
A0A2R8Y6L6,170.2281093,66.7279429
Q8WUH1,174.8453669,76.28497642
A0A096LP69,183.3949864,36.15930711
Q9H2M3,184.6006975,24.72007749
A0A0A0MSV6,201.2056051,41.10198883
Q15814,188.3977283,90.7279457
Q8IZV5,238.1484533,33.36156228
P80748,369.5427949,5.978360196
P01706,264.1373569,6.256827097
P08185,276.8512495,29.19126471
Q7KZ85,209.1666584,59.59105358
Q5VUB5,161.0901989,34.98475732
Q14439,114.4977852,47.96037599
E9PHY4,187.7807577,72.68071461
Q92629,158.455347,65.7920303
Q9HBH0,122.7670567,46.98978468
A0A0J9YXX3,120.3727961,59.50422324
Q9Y240,144.0140885,56.13464225
Q8TD55,159.6119223,68.32475828
P21741,181.3332477,13.79807669
P36268,152.536051,48.96616456
Q9UPN7,199.6976673,89.76056139
Q92777,182.8566613,42.20397601
A0A087WZ97,146.4632046,55.8923153
H0Y8R9,163.5808425,77.73691459
P46199,172.7657046,85.44721362
C9JJG2,129.0943327,57.5169994
Q9BZM4,130.0411983,62.61710341
A0A087WTC9,184.8496221,81.12216159
A0A0A0MT69,331.4224172,11.46061199
Q9BX59,79.07596115,36.35840744
P01344,133.5497824,22.31465549
A0A087WW87,328.8760602,15.70252054
P10124,164.5912415,33.19600897
E7EWD3,145.4076288,68.45067349
Q3ZCW2,203.970045,32.75481873
Q641Q3,157.4759457,47.13644586
P10643,175.6958465,10.43575521
P51688,136.7120907,60.0343005
F8WAZ1,162.6705765,58.26846694
P01709,238.7741069,13.43766466
Q9H939,164.1868941,54.28501736
A0A087X246,149.9719552,67.62723644
Q9UKV5,136.3225579,56.46567574
B1AKD8,202.1172751,69.02961336
Q9P2G1,183.9010067,56.8696379
J3KSD8,168.2053252,82.11656909
O95379,161.1706186,68.702719
A0A075B6I9,257.7064441,16.1818554
Q96EL2,164.8346161,76.77286071
E9PRZ9,254.4698107,60.98826115
E9PHR9,126.4826917,56.94075973
P48740,215.6339986,10.43575521
A0A087WWW0,108.7570343,49.82262112
H7C2B1,224.7262594,88.66183385
Q96EH3,202.4820682,96.2893526
G8JLG2,162.136388,61.26666667
E9PIQ7,196.3017054,53.1258574
Q9Y5T4,233.0673081,29.19126471
A0A1C7CYZ1,144.693491,68.85197331
P27338,132.0474323,42.72928655
P55056,178.9782684,15.42516783
O43861,182.181991,67.33371333
Q8N9R8,191.0020574,62.29688349
Q9C0B5,150.1470952,43.28695451
Q99988,123.0475197,37.69268426
Q96DD7,138.5983243,54.52144511
O43567,130.2080376,55.36862644
Q9H5K3,189.5967997,60.65988665
Q9NQ34,141.9295404,48.67832406
P05496,127.6650689,58.69969939
O95210,163.5808425,60.11697781
A0A2R8Y504,151.5774643,68.13977565
P02775,326.5321442,23.29837267
A0A0A0MSC8,179.6535243,45.33715375
Q92954,267.4701772,22.31465549
P0DPB6,140.2190608,64.48085801
A0A0J9YVU5,299.6656847,7.967364327
Q03181,49.20026811,16.56078276
Q96EK2,121.0174349,41.75813345
O60669,149.1673571,48.05373327
H7C3Q6,119.2711985,46.57840892
P18065,125.8820326,29.19126471
Q5T085,78.52934855,19.74261816
Q8NBM8,125.6971103,50.81728087
Q58F21,150.1470952,33.86932468
Q5JSL3,144.693491,60.51743353
Q8WUA8,174.5001184,47.70069177
Q5SYB0,211.4050202,16.1818554
F8WD41,217.8165548,16.1818554
Q96FJ2,193.0913726,42.72928655
P19320,97.03451833,41.49535108
Q96NW7,152.2620616,65.38951041
A0A0A0MQT7,172.0302348,25.56923338
Q7Z4N8,126.3621517,54.87883953
