Accession,MSC-exo-3,MSC-3
P36955,186.3114818,19.55877692
F5H479,308.0581617,55.75567643
Q5T123,124.5736805,43.45781789
Q9H4A4,109.6120163,44.33119805
G3XAJ6,229.2639531,56.99396975
A8MX94,123.1724547,44.99915567
P20742,350.1026387,29.97757011
P13861,152.9934202,57.30345221
O14737,126.2160493,48.04742898
P52565,122.1711792,45.78333333
P17066,119.0457987,53.213289
P13497,160.4489528,37.93349931
Q14344,181.0909234,72.48333333
Q16610,175.6103066,29.12356488
P19022,149.0398748,61.58216063
Q14914,122.9824437,48.99171177
P16035,117.9915339,20.41693247
P47755,153.9135227,62.18689415
Q9P273,184.5671851,69.51058807
O60271,121.9028179,52.68567737
P25311,85.93097706,16.365676
H9KV31,97.1627234,29.04091728
E9PNQ8,153.1290904,60.89226367
P21926,163.5522793,35.16309083
P15529,190.8429575,89.17354664
Q9UI42,180.1148554,37.04721974
P35237,103.7628873,29.5180915
P02765,272.7036261,11.56526621
Q86UX7,92.68466452,18.51054016
E9PRJ8,198.9800299,35.89817521
O75439,110.1803284,43.13876098
Q14019,121.1494782,46.37062314
Q13976,156.6064128,47.5909641
O14908,172.0332847,59.7988563
P02760,221.6397183,14.99233852
Q15043,209.705015,55.28077035
A0AVT1,118.2571436,46.80734782
P49720,89.09147701,35.80745701
P12931,143.4215299,52.42771718
P69905,195.3379518,63.82090406
A0A0C4DG84,160.9015296,77.55098617
P98066,147.1139203,20.12410367
P48163,98.42744225,48.60148926
P62714,119.9488011,49.42170917
Q9NUP9,175.7908976,59.93422669
P16298,151.6845519,68.4007358
O00186,180.6502285,68.7186339
Q14766,65.54291851,32.3892188
P40261,87.00007292,33.5968546
Q99959,150.2068144,65.98420793
Q9Y3L5,166.7064533,70.19884518
Q15435,118.370688,54.76464113
P30837,81.63899803,39.08871003
P01034,165.8364764,36.35840744
P19883,246.2048656,35.59956524
B7ZKJ8,241.5521197,35.02664277
P35625,151.764206,63.17613159
Q99471,123.7236664,60.33653456
O60684,252.6711387,55.75567643
Q04760,119.6154858,50.88671698
A0A087WTF6,176.9841862,72.43458686
O00462,118.5166667,53.97062605
H0YLF3,148.2925528,73.63396174
O94813,123.3988365,39.79762601
E9PQR7,164.2652716,49.2215291
P55287,172.8261939,75.96545422
P53985,193.5053339,70.38703534
P09417,112.0915621,49.2215291
F8VXU5,146.8382967,56.363829
Q9NZW5,142.4522331,64.84551482
H7BY55,186.7141608,46.90085232
P24593,169.9963646,32.75481873
Q9Y4K4,190.0555631,79.06389369
A0A0C4DGX4,189.5936293,69.64504
P02749,189.5328025,36.21409019
Q15262,156.4303377,69.15833333
Q53FA7,121.0136406,39.08871003
A0A087WUQ6,117.5870888,38.34846865
Q9Y5P6,98.42744225,48.34655906
P39748,197.0080562,87.78140002
P43490,114.2168572,50.69612578
Q8IWA5,211.4257974,49.82262112
P04196,78.56460361,18.30803395
Q9UIW2,207.1481341,52.36839645
O94985,138.5237553,25.32898847
P31151,225.8539644,37.51625901
P19623,116.0124486,38.01388494
A0A2U3TZL5,173.117961,67.31955903
J3KR97,167.1172766,65.41825895
Q92508,243.1614933,89.42050946
O75636,87.47818784,30.46839345
P03952,128.6150567,21.37343913
P68871,164.5494632,56.50594687
Q99615,185.6988149,77.6988523
P10599,147.9681127,49.82262112
Q9Y6E2,201.8615443,56.363829
O94760,130.2847233,37.39883186
P31146,108.4521694,41.10198883
Q9UN37,154.7102292,74.30917087
P31431,140.119167,31.254217
Q9NZZ3,159.9557595,67.63333333
O95833,161.2019472,41.63622847
G5EA09,147.1139203,29.04091728
Q9NRV9,140.356997,54.1350561
Q01650,172.8261939,83.02806756
P84022,247.2433756,91.5584293
Q9NRY6,148.5256059,59.06495423
O60645,178.2206193,75.96545422
P51452,152.0911192,63.2836553
Q9C0H2,145.8454697,57.83671564
J3KMX3,379.3216431,11.56526621
P14550,134.9734674,42.09734437
P11169,144.1454925,62.33444407
O95865,134.0879115,59.57606083
P01780,34.14099618,16.04456008
O95747,127.7762771,54.04223664
Q10588,210.3129551,52.83337235
P37235,178.6272904,88.65556894
O14558,200.2889805,47.10731369
P01116,191.338133,52.9544889
Q9UBR2,111.5512091,54.04223664
Q8N6G6,213.7711026,65.81453601
P22061,118.5468284,59.18133476
P49747,316.8344744,22.96323887
Q8NBY1,149.616716,62.83036491
Q15382,158.7079165,48.91174868
Q9UKU9,80.43920832,22.12291258
P55263,99.59083411,41.98567535
P46108,134.5038475,52.42771718
P48509,179.9732916,79.43723486
P11498,184.0345041,66.28468696
Q1JUQ5,138.0031634,52.68567737
Q15819,148.0740352,48.91174868
M0R1T5,147.5370807,68.90232927
P25325,108.7700938,45.4820803
Q9HCU0,171.5568293,36.4901973
P06702,68.23533608,11.26557084
P08519,123.9756425,32.57742623
Q9BX68,124.6815973,62.01200258
Q96D46,149.8765302,70.02141759
P51884,132.3351766,16.54201359
Q5VW32,148.7911662,68.4007358
H0Y3T6,144.7733238,67.95632079
P36405,124.5736805,51.04880405
Q14767,125.8436229,31.98680643
I3L0A0,122.860192,46.47521592
Q7Z3B1,171.0639512,79.83333333
E7ES96,170.8058264,82.39969887
Q8N4C8,199.8059974,54.49486717
O75911,246.6947484,60.01686181
B4DNG0,135.2830055,36.21409019
Q01469,137.3518454,45.20007386
P00390,83.28253222,37.77164674
Q7Z304,159.3248001,31.34165429
P24666,133.3338467,60.61118099
Q96B97,117.8761998,54.89858948
P49841,142.3508889,66.46578698
Q9NQW7,134.741913,50.77410144
Q14644,187.9663344,68.80715505
O00754,129.6449392,64.34999893
Q08629,79.94523762,20.29456572
P98095,111.771429,49.69722479
O75351,176.7430622,63.17613159
P12259,283.1317717,58.50334293
P52788,125.6756703,59.28283051
Q6UVY6,159.052836,77.62538754
A8MZF9,137.730262,38.91581308
E7EQB2,383.6009741,17.25652347
Q8N8U9,145.6862064,66.72269435
Q4G0J3,218.8417907,92.81955139
H0YGR4,99.11794407,44.51868891
P35251,285.016998,86.82937352
O00300,221.1603875,93.06580298
P19971,155.2593076,55.38863727
P08697,278.4218584,34.46423821
P16930,127.0281223,56.50594687
Q9HA77,174.8050409,65.41825895
E7ESP9,88.5915148,36.08149471
Q9NWV4,114.6727335,53.52610916
C9JRL6,211.7610267,51.7356696
Q9BPW8,189.1775923,92.37396692
Q9H2U2,118.9342782,47.92472112
P61764,163.6140877,78.54741838
P12429,129.2097572,57.7184575
Q8WWI5,175.905663,58.76606222
Q06124,186.091266,57.93345754
P60201,99.92745441,37.63857128
O14745,155.4395864,65.04584567
P41221,152.5193375,69.15833333
A0A096LPE2,51.18207251,21.68408996
U3KQG5,140.5722371,40.52588343
P02748,97.48913307,26.93671657
Q9H173,136.3795402,64.65922019
F8W1S1,290.2021637,44.154438
P22413,182.4684297,90.58744177
P36551,137.950647,58.50334293
P51570,136.5801081,65.55743429
O00273,158.5585501,45.71868881
P00441,139.9547672,40.16491645
Q7Z5G4,194.5555042,88.11363933
Q9UK76,104.0841898,50.24166667
A0A1B0GVN9,159.1813657,57.7184575
Q7LBR1,172.1596768,58.26846694
P19652,74.99690144,6.693408719
Q9BUT1,138.907922,45.07934624
Q9Y376,193.1644086,51.14170667
A0A1B0GTG9,156.4303377,51.3382709
Q9H0X4,237.1046618,74.21798467
E9PHK0,325.6205239,22.96323887
Q96L35,163.9543211,80.7722945
Q15437,182.1129666,78.85346078
F6SYF8,156.9855253,53.97062605
Q16394,143.575212,67.31955903
Q9Y625,146.7313621,42.93224645
O75954,217.1755399,26.93671657
A0A087WW43,301.950267,72.55555164
E9PHN7,128.3728566,40.2788004
A6XND1,149.8765302,30.6
Q9HB40,194.7727347,62.33444407
Q9H0E2,153.811842,73.71666667
Q9HD15,139.9879508,57.57667583
Q9GZM7,233.3481659,61.58216063
Q96PY5,151.764206,55.03442782
O00339,228.2466434,68.4007358
Q9HBI1,93.68949403,28.49328112
O76061,137.602935,27.93372853
Q16762,134.8584068,42.19050869
Q96BY6,77.11240093,18.08506868
P46976,133.2505618,61.28889836
P00966,106.1006095,44.99915567
P17677,130.3917515,46.90085232
Q15056,182.4684297,69.64504
Q4KMQ2,244.3776765,73.33333333
Q96B36,198.8055127,48.765384
P49746,113.5421053,36.40318911
B1AKC9,199.1914119,62.01200258
E7ESK6,205.2873114,48.60148926
P13726,207.9666813,74
P24592,195.8650671,22.78110355
E9PQY2,200.9688432,40.7577672
Q9Y6E0,129.3834094,50.88671698
G3V4U0,228.9777996,29.97757011
P49721,129.6449392,45.58656879
G3V4P8,129.5379357,56.63645873
Q93063,148.435015,70.9
O15427,201.3327074,67.80588775
P05156,182.9161555,21.53601162
O95479,139.0306455,51.42880694
Q8NFJ5,242.1203546,70.19884518
Q9UQM7,166.406404,55.28077035
P01040,198.3324091,61.64122851
P02745,15.10494083,7.058369409
Q01974,157.7582763,45.4820803
A0A087WW49,55.58708501,26.1276848
Q9NUY8,154.387346,67.2290684
P07196,109.874848,27.43317937
Q8WW12,197.5656033,90.53026948
Q14376,134.5038475,59.57606083
A0A0A0MQX1,170.4208058,80.25435594
Q9NPD3,180.373854,74.21798467
P78539,62.27789962,24.87064893
Q96DG6,94.86491612,40.98392302
M0QZK8,126.934638,59.28283051
E5RHH5,126.934638,58.50334293
O95084,110.4445011,27.43317937
Q14651,116.7597068,49.2215291
P54764,169.6747366,83.89262092
H3BV90,133.1536645,61.85
H0Y488,228.2466434,92.01965313
Q96K17,143.4215299,62.18689415
Q4V9L6,137.950647,53.04159429
O75635,178.0039641,46.13753882
Q9Y6A4,194.9861941,72.55555164
P82094,212.3314618,64.11388127
E9PKV8,134.5038475,63.60467267
Q96AM1,248.1867866,32.24991192
Q9HCJ6,122.1711792,46.99605641
H0YD64,197.5656033,83.38840894
A0A087X1H5,176.2900777,50.60579489
Q96LJ7,187.7345124,88.73487266
P23921,224.6620501,65.81453601
Q8NBF2,286.4176768,36.82433704
P23743,184.85645,75.33744621
H0YLH3,148.0740352,71.68569218
A0A075B6J9,73.74435737,26.49117949
Q16740,137.1167277,60.73333333
Q12974,173.8012991,62.01200258
Q5T4U8,123.7236664,60.13083216
Q9ULC3,163.7005695,73.02147973
R4GMQ1,175.145488,78.54741838
P28072,154.8789283,43.63691884
Q15843,133.9881075,63.82090406
C9IZG4,126.4328917,42.74044643
Q12800,265.645412,67.2290684
P63165,137.7697158,50.98400325
C9JQ41,300.2850479,32.47715804
I3L1R7,120.3664004,58.15313452
A0A0U1RQW6,150.2068144,56.99396975
B7Z2U2,149.1260102,59.41534407
Q96CG8,103.0284681,40.42108939
O14791,41.76863873,20.87699485
C9J5B0,168.843358,33.08925191
O95967,109.7344507,33.22572171
J3KNN5,310.4575146,60.73333333
P32321,110.2669616,49.59234568
Q7L9L4,181.9090455,60.50508743
A0A0A0MTP6,191.338133,63.42771221
O60687,119.8462496,37.72157576
P31944,219.1933322,43.28695451
P10145,161.5257562,67.54744739
G5EA48,165.2486916,82.50037242
D3YTG3,202.2861069,26.64743158
A6NDF3,219.5703838,42.81666723
P48960,163.3694815,77.01666667
E9PNP3,128.9826378,63.98119627
Q9Y6W5,146.2066392,69.3325513
O75044,235.1598633,48.34655906
Q13098,288.91977,33.39131712
Q9BQA9,203.7897333,98.86792165
P01137,111.4692477,36.4901973
C9JFR7,124.8972409,54.27425808
Q6NVY1,136.260633,54.97982491
Q4G0F5,135.0474124,64.4854859
Q01581,155.136209,67.2290684
E7EW25,132.4345259,44.83216584
P22692,184.3583265,33.39131712
Q86TI2,161.6187444,58.08827726
A0A0C4DG23,237.68525,64.79245928
O14907,151.4528596,63.71367369
Q96IU4,123.1124089,52.13333333
O00194,132.3351766,49.2215291
B5MD46,135.6652379,54.27425808
D6RB12,151.764206,22.46296145
Q9Y5J5,180.8015217,58.50334293
P14210,318.3109248,20.99859913
Q8N1N4,209.3946729,58.15313452
P52756,227.0243444,82.39969887
Q03169,172.1596768,72.81347056
P52823,102.9730152,43.59976615
P22352,85.45224645,26.1276848
P01833,54.13712173,10.11355439
Q96EY5,145.7418395,62.45134537
Q9UKU6,220.0470673,94.33996044
Q5W0V3,276.6866104,53.97062605
Q9H7F0,262.1862495,65.41825895
Q92882,132.1420369,60.98161798
D6RF92,145.4524963,66.37082242
P23443,148.6838167,51.42880694
Q9BRT3,141.8067179,54.49486717
Q15485,19.89702569,9.133844442
A6NDG6,174.4470966,36.40318911
P05543,330.2191318,17.80215301
Q96IJ6,101.3841723,39.79762601
Q8WUW1,145.4524963,55.50002929
H7C5K4,112.0915621,39.19409745
E9PEC4,189.4561997,84.91371417
E9PN41,213.356081,24.20908246
P21579,153.9905314,76.54604255
Q9ULZ3,105.5700799,46.70798178
H3BSW0,48.0323939,22.46296145
M0R2L2,159.5866673,75.96545422
G3V595,76.1168059,11.87380856
P18433,212.3314618,48.99171177
Q8WV24,234.1679451,83.24959709
Q9H4A5,192.1349621,50.49618757
Q8IVM0,190.5820119,47.6523398
Q9UN70,181.0909234,65.92245444
Q02763,176.8782138,86.63294723
P50583,121.1494782,53.80833333
Q00534,170.2785113,50.41132096
E5RJ29,163.5522793,67.54744739
P15289,299.5241044,33.7886527
P61812,142.1594557,66.17519574
P43007,259.4095815,40.16491645
P36222,170.5834363,31.75097228
P78318,123.4554233,56.75855281
D6RD48,192.518114,78.38052604
Q6UX71,152.2194447,43.28695451
Q8N3P4,199.5652772,76.86606098
Q8N130,52.69143614,23.40826584
Q8IWJ2,55.70845149,26.81813695
S4R400,256.4011773,52.61892832
Q96PD2,182.1129666,53.52610916
B1AKR6,206.5690547,78.6662255
P34059,125.5708008,62.26666667
Q68CP4,186.4776605,74.57422084
P55212,90.40142113,34.6214166
Q9NPH2,129.6449392,49.42170917
H0YAP0,363.0093535,32.24991192
Q02413,250.6206958,41.63622847
Q02388,131.3890789,32.10964861
Q14114,120.2678701,23.95849317
P07360,108.4521694,30.34115212
Q66K14,130.2280577,56.91583815
Q9UP83,123.3988365,59.93422669
P56159,273.3609206,83.13333333
Q9UNN5,148.7471818,65.04584567
Q12959,200.2889805,47.37030356
G3V4K3,157.1302679,70.79904036
P29373,166.0539985,34.34320535
F8W8Y1,135.430565,60.13083216
Q9NRK6,259.4095815,80.7722945
B1AJY5,341.0873579,16.84155903
Q9UGM3,270.2469265,17.04707325
Q96GX9,169.8481794,75.49777304
Q08554,121.5573467,45.4820803
B7ZLP8,245.0851387,112.3791979
Q9NZJ4,397.9663703,12.87416428
F8WAU5,103.4075517,50.41132096
C9JND6,139.6522173,56.01389824
Q9NZR1,266.976075,49.82262112
Q53TN4,206.2456298,91.38491926
Q9BZV1,207.6513733,44.62550505
P41567,218.4268126,67.10572187
P50452,92.82126352,42.74044643
P01602,54.67273889,24.55716074
Q15067,177.1794545,71.16465832
Q96CS7,153.7141271,60.61118099
Q13433,243.521427,31.98680643
Q66LE6,125.932717,56.0971885
Q5VV42,157.8813727,53.213289
O95633,166.9178554,33.22572171
C9J5H8,133.0333333,62.18689415
Q8IUR0,127.6191053,62.33444407
Q9BW83,156.4303377,58.93081327
H0YB34,134.741913,38.46432438
P10720,86.01861444,28.90119186
P08567,67.9224736,29.5180915
Q9ULF5,200.6699869,41.43470132
Q86UD1,119.1971633,47.10731369
O95999,315.3811515,29.29074423
Q8IWU5,156.9855253,65.55743429
Q15208,125.3900764,42.28296019
P80217,176.6505416,57.17993941
A0A0B4J259,170.5834363,59.06495423
B3KNX7,151.8976189,58.15313452
P14174,105.9598356,39.56015123
Q99808,174.6053145,77.11116618
A0A0C4DH25,72.32021058,13.1282038
H3BP35,140.0431682,63.71367369
Q9UIC8,177.1794545,38.91581308
Q8WUH1,117.9128364,54.65910255
A0A096LP69,274.2823616,34.55798229
Q8NHP8,151.3455185,73.57934842
Q9H2M3,251.060494,32.47715804
A0A0A0MSV6,99.59083411,43.05583827
Q53H82,108.1941476,53.70114464
Q15814,107.4829946,51.5136115
Q5W0Z9,192.7720231,91.73442286
P80748,11.44023221,2.794824581
A0A0D9SF70,159.4870101,77.11116618
Q5VUB5,201.6581084,60.89226367
Q96EY8,183.0990847,49.09474038
H3BPY5,163.8084801,60.33653456
Q5T749,205.5679029,70.08445308
Q14439,225.3313198,69.3325513
P09341,204.7696585,74.57422084
E9PRK2,127.0281223,57.57667583
I3L3S0,177.746814,86.16792918
E7EMN6,125.8436229,48.21087606
Q92629,152.8456284,48.11736585
Q9HBH0,193.1644086,81.68460548
A0A0J9YXX3,188.7352382,79.21223338
Q9Y240,203.9814848,50.1032073
Q8TD55,196.4439492,40.63465458
P21741,207.3953396,36.08149471
P36268,176.1249588,77.48424003
Q92777,164.816577,54.76464113
Q5VZK9,177.5553685,57.48285263
Q9BZM4,174.969979,85.16666667
P01344,305.3291626,28.62190793
Q86SZ2,216.1835967,43.70652495
Q13424,124.763366,59.93422669
P10124,78.45755033,26.81813695
Q9H8Y8,110.4824466,53.213289
Q9UL15,159.9557595,66.17519574
P06280,157.4905603,66.81666667
Q3ZCW2,100.1666667,24.68989621
P10643,264.6863601,16.60162444
P52630,185.6988149,51.5136115
P01709,29.78976585,8.727887308
K7ER08,312.0529599,30.63901074
A0A087X246,189.7393937,51.3382709
B1AKD8,186.8540288,34.71560545
J3KSD8,131.6066094,41.88689142
O95379,129.2956174,35.40706096
Q15121,119.3473086,45.07934624
P13716,158.2350245,50.34151621
A0A075B6I9,28.37388323,12.87416428
Q96P53,170.1275793,70.28356433
Q4ZIN3,276.6866104,58.50334293
P48740,179.5775182,10.61796149
I3L3J4,188.9838895,85.7
A0A087WWW0,162.5112235,44.51868891
Q13526,139.4128536,55.28077035
Q13057,148.7911662,42.39207593
G8JLG2,147.662391,49.42170917
A0A1C7CYZ1,164.6631501,63.2836553
F5H5N2,109.0029093,48.60148926
H0Y804,270.9282053,41.49535108
Q8N7R7,181.2627024,72.73316052
Q9C0B5,249.8309628,36.82433704
Q96DD7,139.2052713,63.91815414
Q96C23,82.04296943,39.29582002
Q01459,83.38754635,37.86222992
F6WIT2,119.6819824,56.363829
O95210,202.764479,55.64722414
P02775,51.18207251,21.37343913
Q15311,204.7696585,64.79245928
P23508,162.0542988,68.80715505
Q16775,136.8676281,58.83580998
E9PPQ4,279.4570509,46.47521592
A0A2R8Y7Z8,143.6221317,60.13083216
Q03181,354.5263101,24.41755967
E7ENY0,169.7537734,54.89858948
Q3MIP1,164.9357055,74.62736855
Q96EK2,111.2254033,28.27759452
O60669,210.0364365,62.75078659
H3BR79,169.3535144,47.22508133
H7C3Q6,212.878474,56.99396975
P18065,281.5740885,48.21087606
P69891,297.0286659,66.64151429
A0A087WUR6,145.238673,62.94046694
Q5T085,332.2531256,20.41693247
Q58F21,280.7153447,42.33241535
Q8WUA8,108.1941476,38.6636665
Q5SYB0,41.54408205,4.667426579
Q96FJ2,136.260633,63.82090406
P19320,202.5325076,99.3074754
A0A0A0MQT7,59.68255817,23.95849317
Q96JA1,142.7299568,59.28283051
Q6ZS81,164.816577,34.15620734
Q13449,121.3959122,38.80089364
P21246,268.8708817,52.9544889
Q9Y3E0,213.7711026,83.38840894
Q86X76,260.9774756,33.00064971
Q86YZ3,255.2382652,40.2788004
U3KQM1,183.4763471,51.92764295
O95363,181.4504137,81.53272113
A0A087WVS8,112.5752828,51.14170667
F6SFZ6,70.82203425,30.91954271
Q92831,370.0856468,21.53601162
A0A0J9YYI4,163.8084801,38.12188243
C9J0J6,166.9178554,71.96820865
Q6SA08,411.4952442,13.69641412
H0YLH9,96.68348601,44.75019166
A0A1B0GVG4,194.1132583,72.21693755
